idx,NomeEvento,NazioneEvento,LocalitaEvento,DataEvento
",Posted Jan 2019,https://www.ted",TEDxRioLive,Brasil,Rio de Janeiro,3-7-17
3b7b11207998ca72fee82895b26547cd,TEDxLeicesterSalon,United Kingdom,Leicester,3-05-17
60a9516c5e9f474e9f6d12323a15f48c,TEDxBergamo,Italy,Bergamo,14-05-17
d6de202a3ead5e5b9cc6802566c37597,TEDxKreuzberg,Germany,Berlin,12-04-17
6fb14ca249d8a1531e5be9e08051e2ae,TEDxBergamo,Italy,Bergamo,14-05-17
b4bcb8b9a7ef348ea4cc0854a8a2725c,TEDxMoosach,Germany,Munchen,18-12-17
4974b5d0579c64c61b720d712790cebd,TEDxMoosach,Germany,Munchen,18-12-17
b74c3d8e41c57f846d2648f1818d031f,TEDxDelhiSalon,India,New delhi,13-9-17
9dbc77ffd45f1903e031bb93c0de7361,TEDxLeicesterSalon,United Kingdom,Leicester,3-05-17
c5fcc1ba8fd568f96198ce262cfc4210,TEDxKreuzberg,Germany,Berlin,12-04-17
f4d7d0f69e1b8f350f4d837edbf39025,TEDxCrenshaw,UnitedStates,LosAngeles,7-10-17
54fc8df5149f8025371a997c04aaf039,TEDxYouth,Canada,Toronto,12-11-16
76c7e24d1e6c43c7230d4e1a7a327db4,TEDxHKBU,China,Hong Kong,18-11-17
79fce94e37584861e0d8975c3a9f8f52,TEDxDelhiSalon,India,New delhi,13-9-17
515338e22e47b4ef8386addd4c715817,TEDxCrenshaw,UnitedStates,LosAngeles,7-10-17
1cce1b8429a03622219de71c863ab414,TEDxLeicesterSalon,United Kingdom,Leicester,3-05-17
090a8f3b93c36209b3b3a6a19bfeede5,TEDxDeerPark,UnitedStates,NewYork,11-02-17
e19ed649f5d88622316c15afb3fa3dc5,TEDxMoosach,Germany,Munchen,18-12-17
5b2a350097951c758bc5cebf13f6e72c,TEDxMarseille,UnitedStates,Marseille,28-10-17
5713effc50797273a005e65e4282e222,TEDxYouth,Canada,Toronto,12-11-16
35a96f52daf1a586946480c06e418508,TEDxTiburtinoLive,Italy,Roma,27-04-17
05a44441399ccea5d2c9ac2300d7d55e,TEDxYouth,Canada,Toronto,12-11-16
807df89b98d6bef87bf566750382afa8,TEDxCrenshaw,UnitedStates,LosAngeles,7-10-17
a45b05315502ac160af64e0266fba467,TEDxMarseille,UnitedStates,Marseille,28-10-17
24d6e3639093e3165400d0bc7b5e7e9c,TEDxCrenshaw,UnitedStates,LosAngeles,7-10-17
e247e20cf6a7f8ed97d6470dfc68c14f,TEDxZumbroRiver,UnitedStates,Rochester,18-05-17
f168281cb19829f2d3158818d7fd7200,TEDxBergamo,Italy,Bergamo,14-05-17
d332dc80eddc5c03765477495dd0f4e6,TEDxCrenshaw,UnitedStates,LosAngeles,7-10-17
749f2bbb7151b2b39f5d1646a24250be,TEDxYouth,Canada,Toronto,12-11-16
45d9deb99c0be2826dc0d9d8465f74bc,TEDxDelhiSalon,India,New delhi,13-9-17
cc93a510d540cc95f85dec64a31c93d9,TEDxTiburtinoLive,Italy,Roma,27-04-17
a8bcca7de2e9e193704af87fc2086c66,TEDxBergamo,Italy,Bergamo,14-05-17
a5a6e2a9b0ea807b456b7353e93e3c80,TEDxCrenshaw,UnitedStates,LosAngeles,7-10-17
ef2b56335b17f35bd15ee67d953914ad,TEDxTiburtinoLive,Italy,Roma,27-04-17
23a41b5f12eecc2b1ce1aff9270f8271,TEDxMoosach,Germany,Munchen,18-12-17
2465969f8ed604c8a26ce64bb1d595a2,TEDxRioLive,Brasil,Rio de Janeiro,3-7-17
c879ac94c2b08cd4096971e4e6ae23a6,TEDxCrenshaw,UnitedStates,LosAngeles,7-10-17
d898e001f787648e8f1049280daf9ee2,TEDxBergamo,Italy,Bergamo,14-05-17
6f0014c4e2c74ac758e87cbd11859aa5,TEDxZumbroRiver,UnitedStates,Rochester,18-05-17
a931dfe59819e1aa9c2e6601c03a07ca,TEDxLeicesterSalon,United Kingdom,Leicester,3-05-17
09a25920bcd91ab0a8b98ace8355ba45,TEDxMoosach,Germany,Munchen,18-12-17
d6ba468c05226dff735d9de94c429577,TEDxCrenshaw,UnitedStates,LosAngeles,7-10-17
6232e84c9440fe1d8696f3b8a83e9f89,TEDxCrenshaw,UnitedStates,LosAngeles,7-10-17
db8ba2adf43d53d3a997601ba13e0734,TEDxCrenshaw,UnitedStates,LosAngeles,7-10-17
c4fb37c1e6fdfc8c66b748c7241d15e0,TEDxBergamo,Italy,Bergamo,14-05-17
746fdf3b1889a679fdf6a12cb5733c96,TEDxYouth,Canada,Toronto,12-11-16
99f7cda7b5edfa6940e6656cd96419ae,TEDxZumbroRiver,UnitedStates,Rochester,18-05-17
fc4194659a77cca3c610519339b0f9cb,TEDxDelhiSalon,India,New delhi,13-9-17
7e5a62aa9f70ef0dc50631c3351d8ddc,TEDxLeicesterSalon,United Kingdom,Leicester,3-05-17
17c7ae644b295b64a590fbe5d282e489,TEDxHKBU,China,Hong Kong,18-11-17
c1948cd520528ea135657f1f42a62595,TEDxLeicesterSalon,United Kingdom,Leicester,3-05-17
c254ec8b167bc24f2abece53e635a233,TEDxHKBU,China,Hong Kong,18-11-17
53da824d47f43ddc75a4e60f70a8dcd8,TEDxUniversityofMacau,China,Macao,21-01-17
55368674650d537fddce7c716f9499ff,TEDxDelhiSalon,India,New delhi,13-9-17
9d7ad4ab3463c429ed7b8277df65da96,TEDxHKBU,China,Hong Kong,18-11-17
c8efcc900e1664d4e849a079978e8c08,TEDxMoosach,Germany,Munchen,18-12-17
5684d52e0de4495bf8bf6392cd0ef747,TEDxHKBU,China,Hong Kong,18-11-17
fe883ccfe33d1d234a747bbf806e7cd2,TEDxZumbroRiver,UnitedStates,Rochester,18-05-17
7507f578aea65c571c9bf97fe9d9c854,TEDxYouth,Canada,Toronto,12-11-16
79f7992000d906ce01648ab36a8b090a,TEDxYouth,Canada,Toronto,12-11-16
bbf115e3015410dc2b0788c6537f3900,TEDxMoosach,Germany,Munchen,18-12-17
9d7e0fbafa4023ef33c5b2e34984b823,TEDxZumbroRiver,UnitedStates,Rochester,18-05-17
0bca71ec6c58fdb1425a0fbaa7422203,TEDxMoosach,Germany,Munchen,18-12-17
7f1d3701438c63093ff5b69125768294,TEDxCrenshaw,UnitedStates,LosAngeles,7-10-17
4a6807d6b017660bbeeeadc210648ae9,TEDxZumbroRiver,UnitedStates,Rochester,18-05-17
3f3efdf7e251980525b01420f3f5b99a,TEDxBergamo,Italy,Bergamo,14-05-17
57d3db08fd63813537636c8b04bdb983,TEDxZumbroRiver,UnitedStates,Rochester,18-05-17
190762fd5974c0a2ec71c28acb2cf4bd,TEDxMoosach,Germany,Munchen,18-12-17
653c515875f6b82840a9b0379d5ccc49,TEDxDelhiSalon,India,New delhi,13-9-17
37462c5ce27b29efed2d145f8cdb4671,TEDxMarseille,UnitedStates,Marseille,28-10-17
",Posted Nov 2018,https://www.ted",TEDxDelhiSalon,India,New delhi,13-9-17
1fcc59f20c95475810f85fb3ded21ebf,TEDxRioLive,Brasil,Rio de Janeiro,3-7-17
dd5848b829122ac2ff4de8465b7bbf4b,TEDxDelhiSalon,India,New delhi,13-9-17
c5ed90adafd64930293b349646b6bffe,TEDxTiburtinoLive,Italy,Roma,27-04-17
a93dd84b47f0f4d19a32f71c460c69c5,TEDxYouth,Canada,Toronto,12-11-16
bbc025842ca7c9dc5a5a74ab1dd19dd2,TEDxHKBU,China,Hong Kong,18-11-17
734637a009c32f2708f0fb795c4c26e6,TEDxLeicesterSalon,United Kingdom,Leicester,3-05-17
51da82addfb6699e96e6831eb5774276,TEDxMoosach,Germany,Munchen,18-12-17
502f8d77731970ef7c42ab8f33bc1281,TEDxBergamo,Italy,Bergamo,14-05-17
",Posted Nov 2018,https://www.ted",TEDxLeicesterSalon,United Kingdom,Leicester,3-05-17
05b113ffa68218e07f480d83171b7962,TEDxUniversityofMacau,China,Macao,21-01-17
69d64e912d142b79b97d3c064cb8a8d5,TEDxYouth,Canada,Toronto,12-11-16
dbb085fe34931d289f9e6d04e2f4004f,TEDxLeicesterSalon,United Kingdom,Leicester,3-05-17
31df66188687b6b93031dd50f55edb63,TEDxYouth,Canada,Toronto,12-11-16
688841ffb50476cbfe232cd160b83304,TEDxMarseille,UnitedStates,Marseille,28-10-17
90f1a8c8833ebec534182e71e6f493f5,TEDxCrenshaw,UnitedStates,LosAngeles,7-10-17
44f4c9cd953b6623be55ef326ff074d9,TEDxYouth,Canada,Toronto,12-11-16
66687c905a4a953d9593cf99d429eb29,TEDxZumbroRiver,UnitedStates,Rochester,18-05-17
8e6129177f808f12381d5db92813d878,TEDxTiburtinoLive,Italy,Roma,27-04-17
ef6f0f35fb3355af21368d47e81943af,TEDxMarseille,UnitedStates,Marseille,28-10-17
555d1b3299818852ef310f866c2c4078,TEDxMarseille,UnitedStates,Marseille,28-10-17
bbd7e83dc99be5da2735b9126f5c16eb,TEDxHKBU,China,Hong Kong,18-11-17
ced4e964932814f3f185f0f88ce35b58,TEDxHKBU,China,Hong Kong,18-11-17
14a21132419b78561e9168543f2488e5,TEDxMoosach,Germany,Munchen,18-12-17
663e492904a2bb7890976b749f68365d,TEDxKreuzberg,Germany,Berlin,12-04-17
bd0ecbf64924f3333d1d2e052113b799,TEDxUniversityofMacau,China,Macao,21-01-17
c3031e74b9a985275e92a0fe3c869356,TEDxKreuzberg,Germany,Berlin,12-04-17
30e9a33fdc7547d9b224170c2b1ed7ab,TEDxHKBU,China,Hong Kong,18-11-17
39064295f86e29b24e9f9d3cee40fc55,TEDxDelhiSalon,India,New delhi,13-9-17
1ba2e4cf774731c37e4be5379ecf7424,TEDxRioLive,Brasil,Rio de Janeiro,3-7-17
3be7e40866b1cb84c13acaf48f877bbc,TEDxMoosach,Germany,Munchen,18-12-17
481f2e4b3c0478f259e4baf16a627e49,TEDxSheffieldHallamUniversity,United Kingdom,Sheffield,25-02-17
4cb3c8986dbf3eef7a997fc89660a487,TEDxBergamo,Italy,Bergamo,14-05-17
424f0453b63fab3b9ba685cb7624e2a2,TEDxLeicesterSalon,United Kingdom,Leicester,3-05-17
eca1cdf4cd10cb6b89f3a046a352f175,TEDxMarseille,UnitedStates,Marseille,28-10-17
162f3b023f83e4463b1d82e83a8ee0ae,TEDxKreuzberg,Germany,Berlin,12-04-17
871b2d1be829aec551126e0262b4c484,TEDxTiburtinoLive,Italy,Roma,27-04-17
ee8ef80bb0e1bc8a95fb5b448116ac91,TEDxHKBU,China,Hong Kong,18-11-17
a38cf6ac14fb26bb88d76107ebfdfd6e,TEDxDeerPark,UnitedStates,NewYork,11-02-17
c4f08aa85cf4e5dfcbe0ae4d0aedba40,TEDxUniversityofMacau,China,Macao,21-01-17
4a88edf7cf4272dea4b20921a716fe6a,TEDxRioLive,Brasil,Rio de Janeiro,3-7-17
961da2c1c82da0f5d9096795dae6447a,TEDxUniversityofMacau,China,Macao,21-01-17
c823c29b6c50d75feddb7145a040f21e,TEDxRioLive,Brasil,Rio de Janeiro,3-7-17
9f9a104d08ef78e757ab4a82aaa36bd1,TEDxCrenshaw,UnitedStates,LosAngeles,7-10-17
21d128218d4b339848dc096d0e062cc4,TEDxMoosach,Germany,Munchen,18-12-17
8576654442b6633b1dc0eb48a989172a,TEDxCrenshaw,UnitedStates,LosAngeles,7-10-17
26fc004911d5ba4e22369595de320791,TEDxUniversityofMacau,China,Macao,21-01-17
675eb3bc510bce56e84c7367c47f4eb2,TEDxLeicesterSalon,United Kingdom,Leicester,3-05-17
f75856c71f990172dc70278a57d339a7,TEDxMarseille,UnitedStates,Marseille,28-10-17
c5e70bb04773886b257006ff1f2e994e,TEDxZumbroRiver,UnitedStates,Rochester,18-05-17
3d4cc8df751b580e2c40f6651eec5cc3,TEDxMoosach,Germany,Munchen,18-12-17
00e95704c35db1ffd58178cfe567b572,TEDxZumbroRiver,UnitedStates,Rochester,18-05-17
f6d7a01502549c8f0a4dccd5cc81484f,TEDxDeerPark,UnitedStates,NewYork,11-02-17
4f9228c21dc76311f4297b213db6e0a2,TEDxLeicesterSalon,United Kingdom,Leicester,3-05-17
c6931d5fe704c6e54badd8132f00abb2,TEDxLeicesterSalon,United Kingdom,Leicester,3-05-17
483158085fde7bd5ffb190bbfac29d66,TEDxUniversityofMacau,China,Macao,21-01-17
3fc4afbaa98878521e606aa461e68919,TEDxBergamo,Italy,Bergamo,14-05-17
51aac5e2e6a138b801bf7b5f3ef11f5a,TEDxLeicesterSalon,United Kingdom,Leicester,3-05-17
ae80718e60c2a44532afa7096938f934,TEDxDeerPark,UnitedStates,NewYork,11-02-17
fc4c8003a86e8fab7d8c48bfc98edb7f,TEDxRioLive,Brasil,Rio de Janeiro,3-7-17
1784ba30980d707caec24cb1995a2ff3,TEDxUniversityofMacau,China,Macao,21-01-17
752afebecb421511d3a763da83dae59c,TEDxMarseille,UnitedStates,Marseille,28-10-17
ee3c3fdfe13a43a2f4a811a8b60ec9c5,TEDxDelhiSalon,India,New delhi,13-9-17
4b11a1680180366beae80e1f0f9e3dc4,TEDxLeicesterSalon,United Kingdom,Leicester,3-05-17
998cb5309420d86df3c0c43b1013b0d7,TEDxZumbroRiver,UnitedStates,Rochester,18-05-17
3e3a94324e9db1b8502e24eb51ff2086,TEDxBergamo,Italy,Bergamo,14-05-17
7e0b2cac698fb1bf2ffadc8e8d4d2290,TEDxKreuzberg,Germany,Berlin,12-04-17
37b2fd5b5f727d9213fe4fd40e42cace,TEDxHKBU,China,Hong Kong,18-11-17
cd94519dd072127aaf20009fb66e26c3,TEDxHKBU,China,Hong Kong,18-11-17
15c851baab28c0903b627e0273408b62,TEDxTiburtinoLive,Italy,Roma,27-04-17
070f53bf79ff4365b5f4ef778219d3a8,TEDxZumbroRiver,UnitedStates,Rochester,18-05-17
c1eefb24a086d90b810820a01a82451a,TEDxMoosach,Germany,Munchen,18-12-17
e9e4920fe9668f4c187a3a484ba8cd6c,TEDxRioLive,Brasil,Rio de Janeiro,3-7-17
7a1f932fc8ba404dda7f2383ed4058bd,TEDxDeerPark,UnitedStates,NewYork,11-02-17
84628abc48ee372ddad40dbf03789564,TEDxMarseille,UnitedStates,Marseille,28-10-17
ae5d1ba70701cc4dfba3f9a659e85fb6,TEDxBergamo,Italy,Bergamo,14-05-17
888c12cb9b7f26b5ff65eb881ce1ef97,TEDxCrenshaw,UnitedStates,LosAngeles,7-10-17
52c087cf5d379138a374252e27559003,TEDxMarseille,UnitedStates,Marseille,28-10-17
",Posted Sep 2018,https://www.ted",TEDxUniversityofMacau,China,Macao,21-01-17
b586919d8b5e143b817256b40f58ce66,TEDxMoosach,Germany,Munchen,18-12-17
17e105ae35a6bb8e014486c28bb6ff92,TEDxYouth,Canada,Toronto,12-11-16
39f17ee28def777a7564e5115e4ba7c2,TEDxTiburtinoLive,Italy,Roma,27-04-17
127831948486e06aa6405c16c79b1b53,TEDxKreuzberg,Germany,Berlin,12-04-17
1b73c6cad2de62dfc00d63dc0d2369d8,TEDxCrenshaw,UnitedStates,LosAngeles,7-10-17
bbe47ae25f88d05d45884ad0c7f2a188,TEDxLeicesterSalon,United Kingdom,Leicester,3-05-17
a12f3005610f7e915c6b1ca0c993bf58,TEDxBergamo,Italy,Bergamo,14-05-17
2a3d9282961b5dfecf65a0cd78ce83f5,TEDxDelhiSalon,India,New delhi,13-9-17
9e3b141f09c664b950c13e10f3925bb4,TEDxZumbroRiver,UnitedStates,Rochester,18-05-17
8bd4a04921bac63d85601d68fa404120,TEDxHKBU,China,Hong Kong,18-11-17
cf5194aa6e94eb00c265f0a0663368cd,TEDxHKBU,China,Hong Kong,18-11-17
099eb1656613aa0d52824ca0c17420fb,TEDxMarseille,UnitedStates,Marseille,28-10-17
94e1b5d8139e7c9706725026c3445eb7,TEDxBergamo,Italy,Bergamo,14-05-17
9240d4862d3930148e730ed26d957e29,TEDxLeicesterSalon,United Kingdom,Leicester,3-05-17
6e8a0111be9ca7f389817dc5fca956f6,TEDxBergamo,Italy,Bergamo,14-05-17
67ed34cc3a0ea3176c064b1762e20df6,TEDxMarseille,UnitedStates,Marseille,28-10-17
bab7b9d3a93c366bf718417112af5342,TEDxYouth,Canada,Toronto,12-11-16
c919f846ba158499de0db8ab7cc5596c,TEDxKreuzberg,Germany,Berlin,12-04-17
8730286380f7cdbdaebaeff80840c9fd,TEDxZumbroRiver,UnitedStates,Rochester,18-05-17
8889a3dce3c0ec6243ce3a702a44de22,TEDxRioLive,Brasil,Rio de Janeiro,3-7-17
e3e4c8ab79f7317bf4395fc20f9c2a3f,TEDxBergamo,Italy,Bergamo,14-05-17
d174165185d15ac549990b37ee026bef,TEDxLeicesterSalon,United Kingdom,Leicester,3-05-17
3dc48b95ed51030313bd8e3675513e2b,TEDxSheffieldHallamUniversity,United Kingdom,Sheffield,25-02-17
f0bc1bfdf9bcdeda4bf31654d989907e,TEDxDeerPark,UnitedStates,NewYork,11-02-17
ad84f3f3a3517854995c4400d78ba9f2,TEDxKreuzberg,Germany,Berlin,12-04-17
b77820ad7bf65b65ad423ba0d14ee214,TEDxMoosach,Germany,Munchen,18-12-17
949e68113d77bcf6498e9a7c5954cb8e,TEDxCrenshaw,UnitedStates,LosAngeles,7-10-17
2f8e5c9fe9f003f3cfa38f1e037bac9b,TEDxTiburtinoLive,Italy,Roma,27-04-17
7641a1335ed161aac20a8069b3ab82f1,TEDxYouth,Canada,Toronto,12-11-16
463b20caec8fcd3f924b1821b3c93bd6,TEDxMoosach,Germany,Munchen,18-12-17
14393f88e88367a496aa23e36211e9da,TEDxDelhiSalon,India,New delhi,13-9-17
091cf728cfb9d8cf4d635bd49a262b0d,TEDxCrenshaw,UnitedStates,LosAngeles,7-10-17
e74c7b0c78a803dfe90dea22f3e85c0b,TEDxDelhiSalon,India,New delhi,13-9-17
a984e19ae408f0c9caadf98fe10ab437,TEDxMoosach,Germany,Munchen,18-12-17
084df17cd6301f3a256d71faeb7b2df0,TEDxDeerPark,UnitedStates,NewYork,11-02-17
b9369dfaf98d9533349ed9ccd087cb5b,TEDxDeerPark,UnitedStates,NewYork,11-02-17
d8a77373c117f104194bf80c95103a50,TEDxHKBU,China,Hong Kong,18-11-17
",Posted Jul 2018,https://www.ted",TEDxLeicesterSalon,United Kingdom,Leicester,3-05-17
fa0a5686559c8fdb3d8e1dbc5d3bd52d,TEDxLeicesterSalon,United Kingdom,Leicester,3-05-17
4bc9b085e6637fa15a6a79b569ce39d9,TEDxTiburtinoLive,Italy,Roma,27-04-17
83b8492810edc6b1f208dfa9b96652fa,TEDxLeicesterSalon,United Kingdom,Leicester,3-05-17
758376f57e455c9ef605e7732087014a,TEDxSheffieldHallamUniversity,United Kingdom,Sheffield,25-02-17
81a409c2ddc5d5d1ef8b9805ca5c01a6,TEDxDelhiSalon,India,New delhi,13-9-17
b0fcc66bd64743d497a11352be69a8fa,TEDxTiburtinoLive,Italy,Roma,27-04-17
750ae8fb887816bbeeb9be015e53a473,TEDxBergamo,Italy,Bergamo,14-05-17
bdc385e2451199f0dea74e00527bb7d7,TEDxHKBU,China,Hong Kong,18-11-17
f0305dd1c7a1d8037c92aa8fb53e499c,TEDxDeerPark,UnitedStates,NewYork,11-02-17
fea272e66f06898c86563f5cb40d97ba,TEDxLeicesterSalon,United Kingdom,Leicester,3-05-17
78e8030059ec8df535dad1f2b9b2a54e,TEDxTiburtinoLive,Italy,Roma,27-04-17
576dc4986afb8a893e13fa7c80efbfe4,TEDxMoosach,Germany,Munchen,18-12-17
07c4d981f9e7238c6f3b72189689f2f6,TEDxTiburtinoLive,Italy,Roma,27-04-17
d056cb8d671ec5def767da0f5057f840,TEDxMoosach,Germany,Munchen,18-12-17
e10027b2efec67ec26a69368d649658b,TEDxTiburtinoLive,Italy,Roma,27-04-17
09541d32d8b1e694502709f6a212c7ef,TEDxCrenshaw,UnitedStates,LosAngeles,7-10-17
553a36a9eb46cc4d608132d48ce78de2,TEDxBergamo,Italy,Bergamo,14-05-17
c3d41f1d33f8322b06c36b0416805000,TEDxUniversityofMacau,China,Macao,21-01-17
c786eae3db5584b5301b8745f60e74bc,TEDxSheffieldHallamUniversity,United Kingdom,Sheffield,25-02-17
add20482b21f0b13f2f2a323c9a79108,TEDxLeicesterSalon,United Kingdom,Leicester,3-05-17
ce8dbf33dd8e423e2c77b8c978784a82,TEDxUniversityofMacau,China,Macao,21-01-17
ed75c00cbc85fbb2dd1e6846d6888d4e,TEDxBergamo,Italy,Bergamo,14-05-17
58eb0fd9baae5f2b8f0e1aa089814efb,TEDxZumbroRiver,UnitedStates,Rochester,18-05-17
33c1a2856c7c9e588ebd1371a9bc90a4,TEDxHKBU,China,Hong Kong,18-11-17
47f144177b2aead3540812569a363ff7,TEDxTiburtinoLive,Italy,Roma,27-04-17
093195824948eb0a9ab9f421c5bc08ec,TEDxTiburtinoLive,Italy,Roma,27-04-17
57a271cd9fdb495e0a014e7e7dd8ee05,TEDxYouth,Canada,Toronto,12-11-16
12927c6bea0aa4f763e95cadd02a1d53,TEDxHKBU,China,Hong Kong,18-11-17
fd7708f4ce5cd1328589296251f93048,TEDxMoosach,Germany,Munchen,18-12-17
b231681fc5292553a3fedddbf77966c5,TEDxBergamo,Italy,Bergamo,14-05-17
1347fd4306d1ad6ef08f4579ab1db141,TEDxDeerPark,UnitedStates,NewYork,11-02-17
c557e44464ce526c4776e1832b0b191a,TEDxMoosach,Germany,Munchen,18-12-17
2cd02f8126d464d748e5b58e7e662daf,TEDxRioLive,Brasil,Rio de Janeiro,3-7-17
792fb403aef80e7fcc573c05702e780b,TEDxKreuzberg,Germany,Berlin,12-04-17
5c345412302acb29cf1ec8d397490ba6,TEDxZumbroRiver,UnitedStates,Rochester,18-05-17
6e69dc6af622a78d010a5fb1e3bebc75,TEDxHKBU,China,Hong Kong,18-11-17
a793449d8fe07d8d1f78614e14d73ca2,TEDxTiburtinoLive,Italy,Roma,27-04-17
4ccc7c6c2067a2661ad0c76d396d2243,TEDxZumbroRiver,UnitedStates,Rochester,18-05-17
fb7c1665749f8f35b2b4e75adc249fb1,TEDxTiburtinoLive,Italy,Roma,27-04-17
0217a5a31ad447e43067b80c25ff900c,TEDxBergamo,Italy,Bergamo,14-05-17
d51a3b20285a303b3c7a1cb90a807057,TEDxLeicesterSalon,United Kingdom,Leicester,3-05-17
f372ddd6a0d33b1bf58f94d75d12524d,TEDxDeerPark,UnitedStates,NewYork,11-02-17
24d69384a459a8c31f7dbfdebb3e8868,TEDxYouth,Canada,Toronto,12-11-16
a28e598507caee59f1c40d62bb92ede9,TEDxCrenshaw,UnitedStates,LosAngeles,7-10-17
;;;;;;;,TEDxHKBU,China,Hong Kong,18-11-17
",Posted Jun 2018,https://www.ted",TEDxDeerPark,UnitedStates,NewYork,11-02-17
",Posted Jun 2018,https://www.ted",TEDxDelhiSalon,India,New delhi,13-9-17
af3f03894413c668953286776e70fb98,TEDxMoosach,Germany,Munchen,18-12-17
f6e94086b86e6239f3e932355988a6a8,TEDxCrenshaw,UnitedStates,LosAngeles,7-10-17
aaf287a68222c02ce234247ee95013c0,TEDxKreuzberg,Germany,Berlin,12-04-17
5860fc356c97ce8627ac8f5e7010c0a9,TEDxMoosach,Germany,Munchen,18-12-17
6b5e11d1366a7c2b8a82c035bd63571a,TEDxUniversityofMacau,China,Macao,21-01-17
5a0a4c75e8c65bfab399338e9bd9061a,TEDxRioLive,Brasil,Rio de Janeiro,3-7-17
15712e1d622e18658b1d5c9f93ed4dba,TEDxMarseille,UnitedStates,Marseille,28-10-17
1feaf198e44ecbe2d5a97a75fcca5cf6,TEDxBergamo,Italy,Bergamo,14-05-17
ee5c0c80c69cae4124ea35e2559eefdc,TEDxKreuzberg,Germany,Berlin,12-04-17
ed7f6e646b9d24187c82c8c2c2068a86,TEDxZumbroRiver,UnitedStates,Rochester,18-05-17
3dcf511aede176e5c7f9f56fd9bd2ab1,TEDxMoosach,Germany,Munchen,18-12-17
fa311b1f671944c99e3d97bcb766afdb,TEDxHKBU,China,Hong Kong,18-11-17
3f116f782195aca446a07b3aabc2e797,TEDxTiburtinoLive,Italy,Roma,27-04-17
f4be3707880e805b1b7f8cc61b1e0e96,TEDxHKBU,China,Hong Kong,18-11-17
d9f31402601e4935968e859f19f7539b,TEDxBergamo,Italy,Bergamo,14-05-17
955d4c136faa9051d25779da4aa2d24d,TEDxBergamo,Italy,Bergamo,14-05-17
c93024de3b69f60097b03c1ef0cc7ea9,TEDxBergamo,Italy,Bergamo,14-05-17
29d3c061268bac83b4333ec691ad80f5,TEDxHKBU,China,Hong Kong,18-11-17
3f3ac8b06cc65c6e31a3822ef968db82,TEDxDeerPark,UnitedStates,NewYork,11-02-17
e8db093e1bf625b005b6e9da6a8d506a,TEDxBergamo,Italy,Bergamo,14-05-17
efecb03aa30f9d1c3fbc3d338d8eeef6,TEDxZumbroRiver,UnitedStates,Rochester,18-05-17
22f0525f637e9f29decd6c0743eb887c,TEDxCrenshaw,UnitedStates,LosAngeles,7-10-17
12d9cb342c93d055a1dd8dc771e83b0b,TEDxMoosach,Germany,Munchen,18-12-17
1bf10b183bb8d1ff60901f661a3ba727,TEDxMarseille,UnitedStates,Marseille,28-10-17
3224aefed6d1f6af9f664bd29dee459d,TEDxUniversityofMacau,China,Macao,21-01-17
e683d9af18137ebfccd1254ee3bee76d,TEDxMarseille,UnitedStates,Marseille,28-10-17
83cf2d032a43742c7ecc6da2d219f266,TEDxRioLive,Brasil,Rio de Janeiro,3-7-17
ded1de521f353c1c517a2fe1d0f05f66,TEDxCrenshaw,UnitedStates,LosAngeles,7-10-17
3fe471add91f5ab9468f7c92c660a4c4,TEDxCrenshaw,UnitedStates,LosAngeles,7-10-17
9207d80959a7cbbe3479e475ead69ae5,TEDxRioLive,Brasil,Rio de Janeiro,3-7-17
7449faa68a26af9e8a6e9b9fcba4ed78,TEDxDelhiSalon,India,New delhi,13-9-17
64760ca1cc10f66cc6277d5cfb97596e,TEDxMoosach,Germany,Munchen,18-12-17
a861f441b6647515751e78e6849ba305,TEDxDelhiSalon,India,New delhi,13-9-17
7377cddef88e284b6ad4a122e4c3c0da,TEDxKreuzberg,Germany,Berlin,12-04-17
50e2a8a0c840f0870d7dbd5b299e13b7,TEDxMoosach,Germany,Munchen,18-12-17
caca0910952c0ab4a6d938d697f9a14d,TEDxMarseille,UnitedStates,Marseille,28-10-17
29d4c5ec1b42059f50be6bd969f6c7a9,TEDxHKBU,China,Hong Kong,18-11-17
f567e7bfeb6a27a966748f9293be12ad,TEDxHKBU,China,Hong Kong,18-11-17
8f6fe1c603bc71ecde90198945d52f97,TEDxTiburtinoLive,Italy,Roma,27-04-17
1f43ebbd6d5f2284d38aceb18e4f701a,TEDxBergamo,Italy,Bergamo,14-05-17
b6c72c2a1851f91ea049143c67ee9ee9,TEDxSheffieldHallamUniversity,United Kingdom,Sheffield,25-02-17
a78e233310a5a2d27eb96720fe149f2c,TEDxRioLive,Brasil,Rio de Janeiro,3-7-17
a5065ef7eb4fa693d08265f44428c1bb,TEDxBergamo,Italy,Bergamo,14-05-17
713401dbd7814ea63173a66901769d3d,TEDxTiburtinoLive,Italy,Roma,27-04-17
6ac69f2eea41fd5a43cd93372a0a867e,TEDxRioLive,Brasil,Rio de Janeiro,3-7-17
b7b2f2bf6777ea4ef5fc246961c5043d,TEDxBergamo,Italy,Bergamo,14-05-17
2f1be9bca29b8ff45f7a92d0e1653d51,TEDxTiburtinoLive,Italy,Roma,27-04-17
a7bbfd1286b97d738b1371dba9a72524,TEDxHKBU,China,Hong Kong,18-11-17
0951506fd4093ea1840a293e9a962be9,TEDxBergamo,Italy,Bergamo,14-05-17
b092afbb359442dc9a733d517d93e2fa,TEDxTiburtinoLive,Italy,Roma,27-04-17
